Artist,Listeners,Playcount,URL,Biography,Tags,TopTracks,SimilarArtists
cyril,270526,1939422,https://www.last.fm/music/Cyril,"There are multiple artists called Cyril:


1. Australian DJ/producer from Australia who shot to fame with 2023's Stumblin' In.
2. Dutch bassist/vocalist from Focus.
3. German progressive rock band.
______________________________________________________

1. Cyril Riley (born 1997), known mononymously as CYRIL, is an Australian DJ and record producer.

In 2021, he began occasionally uploading remixes of well-known songs to various platforms. Among other things <a href=""https://www.last.fm/music/Cyril"">Read more on Last.fm</a>","[""Progressive rock"", ""House"", ""art rock"", ""deep house"", ""german""]","[{""name"": ""Stumblin' In"", ""album"": ""Stumblin' In - Single"", ""duration_s"": 213, ""tags"": [], ""wiki"": """"}, {""name"": ""Still Into You"", ""album"": ""Still Into You"", ""duration_s"": 152, ""tags"": [], ""wiki"": """"}, {""name"": ""Fall At Your Feet (with Dean Lewis)"", ""album"": ""From Down Under - EP"", ""duration_s"": 143, ""tags"": [], ""wiki"": """"}, {""name"": ""There She Goes"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""Tears Dry Tonight"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}]","[""Feder"", ""Badger"", ""Marlon Hoffstadt"", ""Nora En Pure"", ""No Emotion""]"
coldplay,8717404,742423590,https://www.last.fm/music/Coldplay,"Coldplay is a British alternative rock and britpop band formed in London in 1997. They consist of vocalist and pianist Chris Martin, guitarist Jonny Buckland, bassist Guy Berryman, drummer Will Champion and creative director Phil Harvey. They met at University College London and began playing music together from 1996 to 1998, initially calling themselves Starfish. Coldplay's music incorporates elements of soft rock, pop rock, piano rock, and post-britpop. <a href=""https://www.last.fm/music/Coldplay"">Read more on Last.fm</a>","[""rock"", ""alternative"", ""britpop"", ""alternative rock"", ""indie""]","[{""name"": ""Yellow"", ""album"": ""Parachutes"", ""duration_s"": 226, ""tags"": [""rock"", ""alternative"", ""Coldplay"", ""alternative rock"", ""britpop""], ""wiki"": ""\""Yellow\"" is a song by English alternative rock band Coldplay. The band wrote the song and co-produced it with British record producer Ken Nelson for their debut album, Parachutes. The song's lyrics are a reference to band vocalist Chris Martin's unrequited love, and its musicscape is built on a varied instrumentation.\n\nThe song was released in June 2000 as the second single off the album, following \""Shiver\"", and the lead single in the United States. <a href=\""http://www.last.fm/music/Coldplay/_/Yellow\"">Read more on Last.fm</a>.""}, {""name"": ""Viva la Vida"", ""album"": ""Viva la Vida or Death and All His Friends"", ""duration_s"": 215, ""tags"": [""alternative"", ""rock"", ""Coldplay"", ""alternative rock"", ""viva la vida""], ""wiki"": ""\""Viva la Vida\"" (Spanish: \""Long Live Life\"") is the second, Grammy-nominated single released from the English alternative rock band Coldplay 2008 album Viva La Vida or Death and All His Friends. It was initially released only with iTunes Store pre-orders of the album on 7 May 2008, later becoming a download-only single on 25 May 2008. With over 3 million plays, the song earned the number one spot on the Last.fm Best of 2008.\n\nThe song was used in an <a href=\""http://www.last.fm/music/Coldplay/_/Viva+la+Vida\"">Read more on Last.fm</a>.""}, {""name"": ""The Scientist"", ""album"": ""A Rush of Blood to the Head"", ""duration_s"": 303, ""tags"": [""rock"", ""alternative"", ""Coldplay"", ""britpop"", ""british""], ""wiki"": ""Chris Martin wrote \""The Scientist\"" after listening to George Harrison's \""All Things Must Pass\"". In an interview with Rolling Stone, Martin revealed that while working on the band's second album, A Rush of Blood to the Head, he knew that the album was missing something. One night, during a stay in Liverpool, Martin found an old piano that was out of tune. He wanted to work on George Harrison's song \""Isn't It a Pity\"", but he could not manage to do so. <a href=\""http://www.last.fm/music/Coldplay/_/The+Scientist\"">Read more on Last.fm</a>.""}, {""name"": ""Clocks"", ""album"": ""A Rush of Blood to the Head"", ""duration_s"": 265, ""tags"": [""rock"", ""alternative"", ""Coldplay"", ""alternative rock"", ""britpop""], ""wiki"": ""\""Clocks\"" emerged in conception during the late stages into the production of Coldplay's second album, A Rush of Blood to the Head. The band's vocalist, Chris Martin, came in studio late one night. A riff popped  up in Martin's mind and wrote it on the  piano. Martin presented the riff to the band's guitarist, Jonny Buckland, who then added guitar chords on the basic track.\n\nDuring the writing of \""Clocks\"", the band had already made 10 songs for the album. <a href=\""http://www.last.fm/music/Coldplay/_/Clocks\"">Read more on Last.fm</a>.""}, {""name"": ""Fix You"", ""album"": ""X&Y"", ""duration_s"": 316, ""tags"": [""alternative"", ""rock"", ""Coldplay"", ""britpop"", ""alternative rock""], ""wiki"": ""Fix You is the fourth track on Coldplay's third album, X&Y. The song was written by all four members of the band, and was released as the second single from X&Y.\n\nReportedly, Chris Martin wrote the song for Gwyneth Paltrow after her father's death. The organ played in the song is said to have been a gift Bruce Paltrow gave to his daughter Gwyneth some years before his death.\n\nRolling Stone, in their review for X&Y said of Fix You that \""one of the best [songs on X&Y] is 'Fix You' <a href=\""http://www.last.fm/music/Coldplay/_/Fix+You\"">Read more on Last.fm</a>.""}]","[""Keane"", ""Imagine Dragons"", ""Snow Patrol"", ""OneRepublic"", ""Travis""]"
r3hab,903146,15092541,https://www.last.fm/music/R3hab,"Rising Dutch DJ and producer R3hab has established his name in the international dance scene in a short period of time. His producing skills and love for electronic music have made him one of the highest requested remixers in the dance scene right now, remixing for artists like Lady Gaga, Jennifer Lopez, Calvin Harris, Lil Wayne, Ne-Yo, Pitbull, Sean Paul, Dada Life, Snoop Dogg and Bob Sinclar to name a few.
Then there are also R3hab's original productions <a href=""https://www.last.fm/music/R3hab"">Read more on Last.fm</a>","[""House"", ""dance"", ""electronic"", ""electro house"", ""electro""]","[{""name"": ""All Around The World (La La La)"", ""album"": ""Random Songs"", ""duration_s"": 147, ""tags"": [], ""wiki"": """"}, {""name"": ""Rock My Body"", ""album"": ""Rock My Body"", ""duration_s"": 137, ""tags"": [], ""wiki"": ""\""Rock My Body\"" is a collaboration from Dutch-Moroccan DJ R3HAB and Romanian eurodance singer INNA. The track was released by Spinnin' Records on April 28, 2023 and features a sample from  German DJ SASH!'s smash hit \""Ecuador\"" (1997). A music video for the song featuring R3HAB and INNA was released  a day after the song was released. The track was an international success, reaching #29 in Russia and #27 in the Commonwealth of Independent States. <a href=\""http://www.last.fm/music/R3hab/_/Rock+My+Body\"">Read more on Last.fm</a>.""}, {""name"": ""Lullaby"", ""album"": ""The Wave EP"", ""duration_s"": 160, ""tags"": [], ""wiki"": """"}, {""name"": ""Flames (with ZAYN)"", ""album"": ""Flames (with ZAYN)"", ""duration_s"": 168, ""tags"": [], ""wiki"": """"}, {""name"": ""I Just Can't"", ""album"": ""Trouble"", ""duration_s"": 156, ""tags"": [], ""wiki"": """"}]","[""Sam Feldt"", ""Martin Garrix"", ""Ofenbach"", ""Alok"", ""Topic""]"
peso pluma,611497,42900285,https://www.last.fm/music/Peso+Pluma,"Hassan Emilio Kabande Laija, known as Peso Pluma, is a Mexican singer-songwriter of regional Mexican music. Born on June 15th 1999, in Zapopan, Jalisco Mexico.
He gained great popularity internationally in 2022, after his collaborations with Natanael Cano and Luis R. Conriquez, currently Peso Pluma  is one of the great promises of Mexican artists. <a href=""https://www.last.fm/music/Peso+Pluma"">Read more on Last.fm</a>","[""mexico"", ""Reggaeton"", ""Corridos tumbados"", ""corrido tumbado"", ""corridos belicos""]","[{""name"": ""BELLAKEO"", ""album"": ""BELLAKEO"", ""duration_s"": 197, ""tags"": [""Reggaeton"", ""Anitta"", ""Reggaeton mexicano"", ""global hit""], ""wiki"": """"}, {""name"": ""LADY GAGA"", ""album"": ""GÉNESIS"", ""duration_s"": 369, ""tags"": [], ""wiki"": ""\""LADY GAGA\"" es la segunda colaboración entre el trio de Peso Pluma, Gabito Ballesteros y Junior H. La canción trata sobre vivir un estilo de vida lujoso y disfrutar de las cosas finas de la vida, como el champán caro y las marcas de diseñador. La letra menciona el Dom Pérignon \""Lady Gaga\"", que es una referencia a la colaboración de Lady Gaga con Dom Pérignon. Presume de riqueza y estatus, con referencias a coches y joyas caras. La canción celebra vivir la vida al máximo y disfrutar de los placeres que vienen con el éxito. <a href=\""http://www.last.fm/music/Peso+Pluma/_/LADY+GAGA\"">Read more on Last.fm</a>.""}, {""name"": ""LA PATRULLA"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""PRC"", ""album"": ""PRC"", ""duration_s"": 186, ""tags"": [], ""wiki"": ""La canción \""PRC\"" de Peso Pluma y Natanael Cano trata de la vida de un traficante de drogas. El nombre de la canción \""PRC\"" es una abreviatura a las siguientes palabras: \""Polvo\"" que es Cocaína, \""Ruedas\"" se refiere a cualquier tipo de comprimido o pastilla, en este caso M-30 Fentanilo y por último \""Cristal\"" que refiere Metanfetamina. La letra nos cuenta cómo es la vida llena de lujos y excesos que el personaje obtiene por su oficio. Aunque la canción describe una vida de actividad ilegal <a href=\""http://www.last.fm/music/Peso+Pluma/_/PRC\"">Read more on Last.fm</a>.""}, {""name"": ""NUEVA VIDA"", ""album"": ""GÉNESIS"", ""duration_s"": 236, ""tags"": [], ""wiki"": """"}]","[""Natanael Cano"", ""Fuerza Regida"", ""Luis R Conriquez"", ""Junior H"", ""Gabito Ballesteros""]"
tyla,1237143,38104763,https://www.last.fm/music/Tyla,"Tyla Laura Seethal (born 30 January 2002), mononymously known as Tyla, is a South African singer and songwriter. Her musical style is characterised by a fusion of pop and amapiano, with many publications dubbing her ""Queen of Popiano"". She gained international recognition after the release of her 2023 single ""Water"", which entered the top ten in multiple countries including her native South Africa, the United Kingdom and the United States.

Born in Edenvale and raised in Johannesburg <a href=""https://www.last.fm/music/Tyla"">Read more on Last.fm</a>","[""rnb"", ""pop"", ""south africa"", ""amapiano"", ""afrobeat""]","[{""name"": ""Water"", ""album"": ""Water"", ""duration_s"": 200, ""tags"": [""rnb"", ""amapiano"", ""Afropiano"", ""contemporary rnb"", ""afrobeats""], ""wiki"": ""\""Water\"" is a song by South African singer Tyla from her debut studio album Tyla (2024). It was released on 28 July 2023 through Fax and Epic Records as the lead single from the album. An amapiano song with elements of pop, R&B, and Afrobeats, it sees Tyla expressing a desire for a passionate and intimate tryst. Remix versions of the song featuring American rapper Travis Scott and record producer Marshmello were both released on 17 November 2023.\n <a href=\""http://www.last.fm/music/Tyla/_/Water\"">Read more on Last.fm</a>.""}, {""name"": ""Push 2 Start"", ""album"": ""Tyla +"", ""duration_s"": 156, ""tags"": [""Afropiano"", ""contemporary rnb"", ""motomano"", ""rnb"", ""isa""], ""wiki"": ""'PUSH 2 START' is one of the three additional songs in 'TYLA +', the deluxe version of the South African singer Tyla 's debut album.. <a href=\""http://www.last.fm/music/Tyla/_/Push+2+Start\"">Read more on Last.fm</a>.""}, {""name"": ""Truth or dare"", ""album"": ""Tyla"", ""duration_s"": 190, ""tags"": [""contemporary rnb"", ""Afropiano"", ""rnb"", ""south africa"", ""tribal""], ""wiki"": ""Truth or Dare is a single taken from Tyla's self-titled debut album. It was first released on December 1, 2023 and became an official single in February 2, 2024. <a href=\""http://www.last.fm/music/Tyla/_/Truth+or+dare\"">Read more on Last.fm</a>.""}, {""name"": ""Jump"", ""album"": """", ""duration_s"": 0, ""tags"": [""contemporary rnb"", ""Afropiano"", ""pop rap"", ""all Music"", ""lilith owns this music""], ""wiki"": ""“Jump” is a song by Tyla, Gunna and Skillibeng. In the song, Tyla is unapologetically herself, whether that be in her skills of dancing, or being proud of her ethnicity, and hometown ; Johannesburg, South Africa. Jump is track 9 of Tyla’s eponymous studio album. \n\nThe track then became viral on Tiktok, following it’s March 22nd, 2024 release, with 100,000 videos under the sound at the time, becoming one of the millions of trends on the app. <a href=\""http://www.last.fm/music/Tyla/_/Jump\"">Read more on Last.fm</a>.""}, {""name"": ""ART"", ""album"": ""ART"", ""duration_s"": 148, ""tags"": [""Afropiano"", ""contemporary rnb"", ""rnb"", ""female vocalists"", ""south africa""], ""wiki"": """"}]","[""FLO"", ""Normani"", ""Chlöe"", ""Summer Walker"", ""Tinashe""]"
sevdaliza,985611,27926715,https://www.last.fm/music/Sevdaliza,"Sevda Alizadeh (born 1 September 1987), known professionally as Sevdaliza, is an Iranian-Dutch singer and songwriter. Born in Iran and based in Rotterdam, The Netherlands, she was originally a professional basketball player before embarking upon a music career. Her music has been described as a fusion of trip hop, experimental pop, and alternative R&B, while incorporating influences from various other sources.

Sevdaliza's visually sophisticated music videos caught the attention of many international blogs and magazines <a href=""https://www.last.fm/music/Sevdaliza"">Read more on Last.fm</a>","[""art pop"", ""alternative rnb"", ""trip hop"", ""electronic"", ""trip-hop""]","[{""name"": ""Alibi (with Pabllo Vittar & Yseult)"", ""album"": """", ""duration_s"": 161, ""tags"": [""neoperreo"", ""funk"", ""electronic"", ""latin pop"", ""fav""], ""wiki"": ""\""Alibi\"" is a powerful collaboration between three artists recognized for their distinctive musical approaches: Sevdaliza, Pabllo Vittar and Yseult. The song, released in June 28, 2024, stands out not only for the individual talent of each artist but also for the fusion of different genres and cultures that each one represents.\n\nSevdaliza: An Iranian-Dutch singer, songwriter, and producer known for her experimental productions that blend electronic, R&B, and Persian influences. <a href=\""http://www.last.fm/music/Sevdaliza/_/Alibi+(with+Pabllo+Vittar+&+Yseult)\"">Read more on Last.fm</a>.""}, {""name"": ""Ride Or Die, Pt. 2 (with Villano Antillano & Tokischa)"", ""album"": """", ""duration_s"": 0, ""tags"": [""Reggaeton"", ""alt-pop"", ""neoperreo""], ""wiki"": ""\""Ride or Die, Pt. 2\"" is a collaboration between Iranian singer Sevdaliza, Puerto Rican rapper Villano Antillano and Dominican rapper Tokischa.\n\nThe song is a second version of \""Ride or Die\"" by Sevdaliza with Villano Antillano, the version with Tokischa was a viral in Mexico and some Latin America countries. \""Ride or Die, Pt. 2\"" reached #28 on Spotify Global, it was Sevdaliza's first entry on the Spotify global chart. However, in Spotify's Viral chart the song was #1 in 8 countries. Including Mexico, Peru and Bolivia. <a href=\""http://www.last.fm/music/Sevdaliza/_/Ride+Or+Die,+Pt.+2+(with+Villano+Antillano+&+Tokischa)\"">Read more on Last.fm</a>.""}, {""name"": ""Human"", ""album"": ""ISON"", ""duration_s"": 195, ""tags"": [], ""wiki"": """"}, {""name"": ""Oh My God"", ""album"": ""Oh My God"", ""duration_s"": 98, ""tags"": [], ""wiki"": """"}, {""name"": ""Marilyn Monroe"", ""album"": ""ISON"", ""duration_s"": 209, ""tags"": [], ""wiki"": """"}]","[""Eartheater"", ""Kelela"", ""FKA twigs"", ""Abra"", ""Kelsey Lu""]"
bts,2131855,2466778470,https://www.last.fm/music/BTS,"BTS (Korean: 방탄소년단; RR: Bangtan Sonyeondan), also known as the Bangtan Boys, is a seven-member South Korean boy band formed in Seoul in 2013. The septet co-writes and produces much of their output. Originally a hip hop group, their musical style has evolved to include a wide range of genres. Their lyrics, often focused on personal and social commentary, touch on the themes of mental health, troubles of school-age youth, loss, the journey towards loving oneself, and individualism. <a href=""https://www.last.fm/music/BTS"">Read more on Last.fm</a>","[""k-pop"", ""bts"", ""Korean"", ""Kpop"", ""pop""]","[{""name"": ""Dynamite"", ""album"": ""Dynamite - EP"", ""duration_s"": 199, ""tags"": [""pop"", ""bts"", ""Disco"", ""Kpop"", ""k-pop""], ""wiki"": ""\""Dynamite\"" is a song by South Korean boy band BTS. It was released on August 21, 2020, through Big Hit and Sony Music as the group's first song fully recorded in English. \n\nThe accompanying music video broke the world record for receiving the most views within 24 hours on YouTube, garnering 101.1 million views. According to YouTube, it also broke the record for a video premiere with 3 million concurrent viewers. The song debut at #1 on the Billboard Hot100 chart. <a href=\""http://www.last.fm/music/BTS/_/Dynamite\"">Read more on Last.fm</a>.""}, {""name"": ""Boy With Luv (feat. Halsey)"", ""album"": ""Proof"", ""duration_s"": 229, ""tags"": [""pop"", ""k-pop"", ""bots"", ""bts"", ""Kpop""], ""wiki"": ""Track: Boy With Luv (feat. Halsey), \""작은 것들을 위한 시\"" (aka \""A Poem for Small Things\""); Boy With Luv (feat. Halsey) is a song by BTS featuring American singer Halsey. It was released on April 12, 2019, serves as the title track and appears as the second track in their sixth mini album 'Map of the Soul: Persona' and as the second track in their fourth studio album 'Map of the Soul: 7'.\n\nThe song has been described as funk-pop, nu-disco and electro-pop with electrical hooks and live instruments. It also has an Japanese Version. <a href=\""http://www.last.fm/music/BTS/_/Boy+With+Luv+(feat.+Halsey)\"">Read more on Last.fm</a>.""}, {""name"": ""Butter"", ""album"": ""Butter (Hotter, Sweeter, Cooler) - EP"", ""duration_s"": 164, ""tags"": [""bts"", ""butter"", ""pop"", ""k-pop"", ""soty""], ""wiki"": ""Butter by BTS is an English language dance-pop single released by BTS on the 21st of May 2021. The song charted at #1 on the Billboard Hot 100 for 7 consecutive weeks.\n\nButter Remixes EP Album: Butter (Hotter, Sweeter, Cooler)\n          Butter (Hotter Remix) Last.fm\n           Butter (Sweeter Remix) Last.fm\n           Butter (Cooler Remix) Last.fm\n\nIn its first day, the music video set a new all time 24 hour record of 108.2M views on YouTube, surpassing their own 101. <a href=\""http://www.last.fm/music/BTS/_/Butter\"">Read more on Last.fm</a>.""}, {""name"": ""FAKE LOVE"", ""album"": ""LOVE YOURSELF 結 'Answer'"", ""duration_s"": 242, ""tags"": [""bts"", ""k-pop"", ""Kpop"", ""pop"", ""Korean""], ""wiki"": ""Track page: FAKE LOVE is a song recorded by South Korean boy group BTS (Korean: 방탄소년단). It was released on May 18, 2018, along with the music video, as the title track of their third full-length album, LOVE YOURSELF 轉 'Tear', released on the same day. <a href=\""http://www.last.fm/music/BTS/_/FAKE+LOVE\"">Read more on Last.fm</a>.""}, {""name"": ""DNA"", ""album"": ""LOVE YOURSELF 承 'Her'"", ""duration_s"": 223, ""tags"": [""k-pop"", ""Kpop"", ""bts"", ""Korean"", ""EDM""], ""wiki"": ""\""DNA\"" is a song recorded by South Korean boy group BTS for their album Love Yourself 承 'Her' is the fifth mini album by South Korean boy group BTS. Released on September 18, 2017 by Big Hit Entertainment. \n\nThe album was released in four versions, and contains nine tracks with \""DNA\"" serving as its lead single. \nLove Yourself: Her. Song was released on September 18, 2017 in South Korea. BTS' members, Suga and RM, took part in the composition of the song. <a href=\""http://www.last.fm/music/BTS/_/DNA\"">Read more on Last.fm</a>.""}]","[""j-hope"", ""Jin"", ""Agust D"", ""RM"", ""BTS, Halsey""]"
bele,188,953,https://www.last.fm/music/Bele," <a href=""https://www.last.fm/music/Bele"">Read more on Last.fm</a>",[],"[{""name"": ""zerua irabazi"", ""album"": ""zerua irabazi"", ""duration_s"": 221, ""tags"": [], ""wiki"": """"}, {""name"": ""beruna urre"", ""album"": ""beruna urre"", ""duration_s"": 185, ""tags"": [], ""wiki"": """"}, {""name"": ""Si Te Piyara"", ""album"": ""Si Te Piyara"", ""duration_s"": 174, ""tags"": [], ""wiki"": """"}, {""name"": ""oilo ipurdia"", ""album"": ""oilo ipurdia"", ""duration_s"": 279, ""tags"": [], ""wiki"": """"}, {""name"": ""ez du inork behar"", ""album"": ""ez du inork behar"", ""duration_s"": 218, ""tags"": [], ""wiki"": """"}]","[""LiHer"", ""Amadeüs & Isra Ramos"", ""Vittersweet"", ""Gorka Urbizu"", ""Ibil Bedi""]"
alok,1132927,22994776,https://www.last.fm/music/Alok,"Alok Achkar Peres Petrillo (born August 26, 1991) is a Brazilian musician, DJ and record producer. He is known for his single ""Hear Me Now"". In 2021, Alok was ranked the 4th best DJ in the world by DJ Mag, being the highest position occupied by a Brazilian.

Alok has become one of the most prominent icons in the Brazilian electronic scene, with honors and awards, such as ""Best DJ in Brazil"" by House Mag in 2014 and 2015, and being the only Brazilian in the top 25 in the world the following year by DJ Mag magazine. <a href=""https://www.last.fm/music/Alok"">Read more on Last.fm</a>","[""electronic"", ""brazilian"", ""EDM"", ""House"", ""dance""]","[{""name"": ""Deep Down (feat. Never Dull)"", ""album"": ""Deep Down (feat. Never Dull)"", ""duration_s"": 165, ""tags"": [], ""wiki"": ""\""Deep Down\"" is a house single by Alok, Kenny Dope, Never Dull and Ella Eyre, the latter of whom sings vocals on the track.\nThe song is based on prominent samples of two well-known house tracks. The first comes from \""The Bomb (These Sounds Fall Into My Mind\"", a 1995 track by The Bucketheads, an alias of the credited Kenny \""Dope\"" Gonzalez. The second is \""Gypsy Woman (She's Homeless)\"", a 1991 single by Crystal Waters, from her album Surprise. <a href=\""http://www.last.fm/music/Alok/_/Deep+Down+(feat.+Never+Dull)\"">Read more on Last.fm</a>.""}, {""name"": ""Hear Me Now"", ""album"": ""Hear Me Now"", ""duration_s"": 194, ""tags"": [], ""wiki"": ""“Hear Me Now“ is a song recorded by Brazilian DJs Alok and Bruno Martini featuring the Brazilian-American recording artist Zeeba. The song was released on 21 October 2016 via Spinnin' Records.\n\nAn official music video for the song was released on YouTube by Alok and Spinnin' Records directed and written by Caio Amantini and Rapha Pampiona depict a grown man visiting his parents home where he and his father reliving their memories together but this turned out to be a dream that he slept during the Taxi drive on the way to his parents home. <a href=\""http://www.last.fm/music/Alok/_/Hear+Me+Now\"">Read more on Last.fm</a>.""}, {""name"": ""LET'S GET FKD UP"", ""album"": ""Bravo Hits Vol. 124"", ""duration_s"": 121, ""tags"": [], ""wiki"": """"}, {""name"": ""Don't Say Goodbye (feat. Tove Lo)"", ""album"": ""Features"", ""duration_s"": 187, ""tags"": [], ""wiki"": """"}, {""name"": ""Jungle"", ""album"": ""Summertime Friends"", ""duration_s"": 175, ""tags"": [], ""wiki"": ""Featuring The Chainsmokers and Mae Stephens. <a href=\""http://www.last.fm/music/Alok/_/Jungle\"">Read more on Last.fm</a>.""}]","[""dubdogz"", ""Cat Dealers"", ""Vintage Culture"", ""Bruno Martini"", ""Meduza""]"
kany garca,21,85,https://www.last.fm/music/Kany+Garca," <a href=""https://www.last.fm/music/Kany+Garca"">Read more on Last.fm</a>",[],"[{""name"": ""Para Volver a Amar"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""Alguien"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""Hoy Ya Me Voy"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""Que Te Vaya Mal"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}, {""name"": ""Para Volver a Amar (Live)"", ""album"": """", ""duration_s"": 0, ""tags"": [], ""wiki"": """"}]",[]
tini,365965,17527261,https://www.last.fm/music/Tini,"There are at least two artists named Tini:

1) Martina  Stoessel Muzlera, known professionally as Tini (stylized in all caps) is an Argentine singer, songwriter and actress. She began her career by appearing on the Argentine children's television series Patito Feo (2007–2008). She rose to prominence for her lead role as Violetta Castillo in the Disney Channel Latin America original telenovela, Violetta (2012–2015), and afterwards portrayed the same character in the series' sequel film Tini: The Movie (2016). <a href=""https://www.last.fm/music/Tini"">Read more on Last.fm</a>","[""deep house"", ""argentina"", ""pop"", ""latin pop"", ""latin""]","[{""name"": ""Miénteme"", ""album"": ""Cupido"", ""duration_s"": 165, ""tags"": [], ""wiki"": ""\""Miénteme\"" (transl. \""Lie to Me\"") is a song by Argentine singers Tini and María Becerra. It was released on April 29, 2021, by Sony Music Latin and Hollywood Records as the lead single from Tini's fourth studio album, Cupido (2023). The song was written by two singers alongside FMK, Enzo Ezequiel Sauthier, Elena Rose, Andrés Torres and Mauricio Rengifo, and was produced by the latter two. It is Tini's and Becerra's second collaboration, following the \""High\"" remix, released in September 2020. <a href=\""http://www.last.fm/music/Tini/_/Mi%C3%A9nteme\"">Read more on Last.fm</a>.""}, {""name"": ""CUPIDO"", ""album"": ""Cupido"", ""duration_s"": 175, ""tags"": [], ""wiki"": ""\""Cupido\"" (ENG: \""Cupid\"") is a song by the Argentinean singer Tini Stoessel. <a href=\""http://www.last.fm/music/Tini/_/CUPIDO\"">Read more on Last.fm</a>.""}, {""name"": ""La Loto"", ""album"": ""LA LOTO"", ""duration_s"": 190, ""tags"": [], ""wiki"": ""\""La Loto\"" (transl. \""The Lotto\"") is a song by Argentine singer Tini, American singer Becky G and Brazilian singer Anitta. It was released on July 6, 2022 by Sony Music Latin and Hollywood Records as the seventh single from Tini's upcoming fourth studio album, Cupido (2023). The song was written by the three singers alongside Elena Rose, while Andrés Torres and Mauricio Rengifo handled composition and production.\n\nLyrically, the song revolves around sex, or \""sinning\"" as the girls call it in the chorus, with themes of female empowerment. <a href=\""http://www.last.fm/music/Tini/_/La+Loto\"">Read more on Last.fm</a>.""}, {""name"": ""La Triple T"", ""album"": ""La Triple T - Single"", ""duration_s"": 167, ""tags"": [], ""wiki"": ""\""La Triple T\"" is a song by Argentine singer Tini. It was released by Sony Music Latin and Hollywood Records on May 5, 2022, as the fifth single from her upcoming fourth studio album, Cupido (2023). The song was written by Tini, Elena Rose, and its producers Andrés Torres and Mauricio Rengifo. It is her first solo song after a while and several successful collaborations throughout her career\n\nTini expressed about this new release adding: \""This single is a reminder to enjoy life and not take yourself too seriously. <a href=\""http://www.last.fm/music/Tini/_/La+Triple+T\"">Read more on Last.fm</a>.""}, {""name"": ""Muñecas"", ""album"": ""Cupido"", ""duration_s"": 156, ""tags"": [], ""wiki"": ""\""Muñecas\"" (English: \""Dolls\"") is a song by Argentine singer Tini featuring Argentine rapper La Joaqui and American music producer Steve Aoki. The song was released on 12 January 2023, through Hollywood Records and 5020 Records as the ninght single from Tini's upcoming fourth studio album. \n\nThe lyrics fort the song were written by the three singers, alongside Andrés Torres, Mauricio Rengifo, Osman Escobar, Elena Rose, Rafael Rodríguez, Steve Salazar <a href=\""http://www.last.fm/music/Tini/_/Mu%C3%B1ecas\"">Read more on Last.fm</a>.""}]","[""Emilia"", ""Maria Becerra"", ""Lali"", ""Danna Paola"", ""Tiago PZK""]"
